Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2022-09-13T15:33:54+0200,Trade,SELL_TO_CLOSE,./ESU2 E2BU2 220913C4065,Future Option,Sold 2 /ESU2 E2BU2 09/13/22 Call 4065.00 @ 5.5,550.00,2,275.00,0.00,-1.74,1,"./ESU2 E2BU2 ",/ESU2,9/13/22,4065.0,CALL,232575314
2022-09-13T15:33:54+0200,Trade,SELL_TO_CLOSE,./ESU2 E2BU2 220913P3965,Future Option,Sold 2 /ESU2 E2BU2 09/13/22 Put 3965.00 @ 2.75,275.00,2,137.50,0.00,-1.74,1,"./ESU2 E2BU2 ",/ESU2,9/13/22,3965.0,PUT,232575314
2022-09-13T15:14:07+0200,Trade,BUY_TO_OPEN,./ESU2 E2BU2 220913C4065,Future Option,Bought 2 /ESU2 E2BU2 09/13/22 Call 4065.00 @ 3.75,-375.00,2,-187.50,-5.00,-1.74,1,"./ESU2 E2BU2 ",/ESU2,9/13/22,4065.0,CALL,232575058
2022-09-13T15:14:07+0200,Trade,BUY_TO_OPEN,./ESU2 E2BU2 220913P3965,Future Option,Bought 2 /ESU2 E2BU2 09/13/22 Put 3965.00 @ 3.5,-350.00,2,-175.00,-5.00,-1.74,1,"./ESU2 E2BU2 ",/ESU2,9/13/22,3965.0,PUT,232575058
2022-09-12T15:47:01+0200,Trade,SELL_TO_CLOSE,./ESU2 E2AU2 220912C4105,Future Option,Sold 1 /ESU2 E2AU2 09/12/22 Call 4105.00 @ 10.5,525.00,1,525.00,0.00,-0.87,1,"./ESU2 E2AU2 ",/ESU2,9/12/22,4105.0,CALL,232385997
2022-09-12T15:47:01+0200,Trade,SELL_TO_CLOSE,./ESU2 E2AU2 220912P4065,Future Option,Sold 1 /ESU2 E2AU2 09/12/22 Put 4065.00 @ 4.0,200.00,1,200.00,0.00,-0.87,1,"./ESU2 E2AU2 ",/ESU2,9/12/22,4065.0,PUT,232385997
2022-09-12T15:09:13+0200,Trade,BUY_TO_OPEN,./ESU2 E2AU2 220912C4105,Future Option,Bought 1 /ESU2 E2AU2 09/12/22 Call 4105.00 @ 7.25,-362.50,1,-362.50,-2.50,-0.87,1,"./ESU2 E2AU2 ",/ESU2,9/12/22,4105.0,CALL,232365554
2022-09-12T15:09:13+0200,Trade,BUY_TO_OPEN,./ESU2 E2AU2 220912P4065,Future Option,Bought 1 /ESU2 E2AU2 09/12/22 Put 4065.00 @ 7.0,-350.00,1,-350.00,-2.50,-0.87,1,"./ESU2 E2AU2 ",/ESU2,9/12/22,4065.0,PUT,232365554
2022-09-09T16:03:01+0200,Trade,SELL_TO_CLOSE,./ESU2 EW2U2 220909C4060,Future Option,Sold 1 /ESU2 EW2U2 09/09/22 Call 4060.00 @ 9.75,487.50,1,487.50,0.00,-0.87,1,"./ESU2 EW2U2 ",/ESU2,9/09/22,4060.0,CALL,232175461
2022-09-09T16:03:01+0200,Trade,SELL_TO_CLOSE,./ESU2 EW2U2 220909P4020,Future Option,Sold 1 /ESU2 EW2U2 09/09/22 Put 4020.00 @ 5.0,250.00,1,250.00,0.00,-0.87,1,"./ESU2 EW2U2 ",/ESU2,9/09/22,4020.0,PUT,232175461
2022-09-09T15:16:23+0200,Trade,BUY_TO_OPEN,./ESU2 EW2U2 220909C4060,Future Option,Bought 1 /ESU2 EW2U2 09/09/22 Call 4060.00 @ 5.75,-287.50,1,-287.50,-2.50,-0.87,1,"./ESU2 EW2U2 ",/ESU2,9/09/22,4060.0,CALL,232133264
2022-09-09T15:16:23+0200,Trade,BUY_TO_OPEN,./ESU2 EW2U2 220909P4020,Future Option,Bought 1 /ESU2 EW2U2 09/09/22 Put 4020.00 @ 9.0,-450.00,1,-450.00,-2.50,-0.87,1,"./ESU2 EW2U2 ",/ESU2,9/09/22,4020.0,PUT,232133264
2022-09-08T15:34:04+0200,Trade,SELL_TO_CLOSE,./ESU2 E2DU2 220908C3990,Future Option,Sold 1 /ESU2 E2DU2 09/08/22 Call 3990.00 @ 4.25,212.50,1,212.50,0.00,-0.87,1,"./ESU2 E2DU2 ",/ESU2,9/08/22,3990.0,CALL,231926861
2022-09-08T15:34:04+0200,Trade,SELL_TO_CLOSE,./ESU2 E2DU2 220908P3930,Future Option,Sold 1 /ESU2 E2DU2 09/08/22 Put 3930.00 @ 13.0,650.00,1,650.00,0.00,-0.87,1,"./ESU2 E2DU2 ",/ESU2,9/08/22,3930.0,PUT,231926861
2022-09-08T15:16:46+0200,Trade,BUY_TO_OPEN,./ESU2 E2DU2 220908C3990,Future Option,Bought 1 /ESU2 E2DU2 09/08/22 Call 3990.00 @ 6.25,-312.50,1,-312.50,-2.50,-0.87,1,"./ESU2 E2DU2 ",/ESU2,9/08/22,3990.0,CALL,231926802
2022-09-08T15:16:46+0200,Trade,BUY_TO_OPEN,./ESU2 E2DU2 220908P3930,Future Option,Bought 1 /ESU2 E2DU2 09/08/22 Put 3930.00 @ 8.75,-437.50,1,-437.50,-2.50,-0.87,1,"./ESU2 E2DU2 ",/ESU2,9/08/22,3930.0,PUT,231926802
2022-09-07T15:39:00+0200,Trade,SELL_TO_CLOSE,./ESU2 E1CU2 220907C3940,Future Option,Sold 1 /ESU2 E1CU2 09/07/22 Call 3940.00 @ 9.5,475.00,1,475.00,0.00,-0.87,1,"./ESU2 E1CU2 ",/ESU2,9/07/22,3940.0,CALL,231738149
2022-09-07T15:39:00+0200,Trade,SELL_TO_CLOSE,./ESU2 E1CU2 220907P3880,Future Option,Sold 1 /ESU2 E1CU2 09/07/22 Put 3880.00 @ 4.75,237.50,1,237.50,0.00,-0.87,1,"./ESU2 E1CU2 ",/ESU2,9/07/22,3880.0,PUT,231738149
2022-09-07T15:16:53+0200,Trade,BUY_TO_OPEN,./ESU2 E1CU2 220907C3940,Future Option,Bought 1 /ESU2 E1CU2 09/07/22 Call 3940.00 @ 5.25,-262.50,1,-262.50,-2.50,-0.87,1,"./ESU2 E1CU2 ",/ESU2,9/07/22,3940.0,CALL,231727251
2022-09-07T15:16:53+0200,Trade,BUY_TO_OPEN,./ESU2 E1CU2 220907P3880,Future Option,Bought 1 /ESU2 E1CU2 09/07/22 Put 3880.00 @ 7.75,-387.50,1,-387.50,-2.50,-0.87,1,"./ESU2 E1CU2 ",/ESU2,9/07/22,3880.0,PUT,231727251
2022-09-06T15:33:43+0200,Trade,SELL_TO_CLOSE,./ESU2 E1BU2 220906C3975,Future Option,Sold 1 /ESU2 E1BU2 09/06/22 Call 3975.00 @ 3.75,187.50,1,187.50,0.00,-0.87,1,"./ESU2 E1BU2 ",/ESU2,9/06/22,3975.0,CALL,231523934
2022-09-06T15:33:43+0200,Trade,SELL_TO_CLOSE,./ESU2 E1BU2 220906P3915,Future Option,Sold 1 /ESU2 E1BU2 09/06/22 Put 3915.00 @ 9.75,487.50,1,487.50,0.00,-0.87,1,"./ESU2 E1BU2 ",/ESU2,9/06/22,3915.0,PUT,231523934
2022-09-06T15:14:50+0200,Trade,BUY_TO_OPEN,./ESU2 E1BU2 220906C3975,Future Option,Bought 1 /ESU2 E1BU2 09/06/22 Call 3975.00 @ 5.0,-250.00,1,-250.00,-2.50,-0.87,1,"./ESU2 E1BU2 ",/ESU2,9/06/22,3975.0,CALL,231523863
2022-09-06T15:14:50+0200,Trade,BUY_TO_OPEN,./ESU2 E1BU2 220906P3915,Future Option,Bought 1 /ESU2 E1BU2 09/06/22 Put 3915.00 @ 6.75,-337.50,1,-337.50,-2.50,-0.87,1,"./ESU2 E1BU2 ",/ESU2,9/06/22,3915.0,PUT,231523863
2022-09-03T16:20:12+0200,Money Movement,,,,Regulatory fee adjustment,-0.09,0,,--,0.00,,,,,,,
2022-09-02T15:31:17+0200,Trade,SELL_TO_CLOSE,./ESU2 EW1U2 220902C4045,Future Option,Sold 1 /ESU2 EW1U2 09/02/22 Call 4045.00 @ 2.75,137.50,1,137.50,0.00,-0.87,1,"./ESU2 EW1U2 ",/ESU2,9/02/22,4045.0,CALL,231278634
2022-09-02T15:31:17+0200,Trade,SELL_TO_CLOSE,./ESU2 EW1U2 220902P3975,Future Option,Sold 1 /ESU2 EW1U2 09/02/22 Put 3975.00 @ 8.5,425.00,1,425.00,0.00,-0.87,1,"./ESU2 EW1U2 ",/ESU2,9/02/22,3975.0,PUT,231278634
2022-09-02T15:27:49+0200,Trade,BUY_TO_OPEN,./ESU2 EW1U2 220902C4045,Future Option,Bought 1 /ESU2 EW1U2 09/02/22 Call 4045.00 @ 3.5,-175.00,1,-175.00,-2.50,-0.87,1,"./ESU2 EW1U2 ",/ESU2,9/02/22,4045.0,CALL,231278505
2022-09-02T15:27:49+0200,Trade,BUY_TO_OPEN,./ESU2 EW1U2 220902P3975,Future Option,Bought 1 /ESU2 EW1U2 09/02/22 Put 3975.00 @ 6.25,-312.50,1,-312.50,-2.50,-0.87,1,"./ESU2 EW1U2 ",/ESU2,9/02/22,3975.0,PUT,231278505
2022-09-01T16:15:23+0200,Trade,SELL_TO_CLOSE,./ESU2 E1DU2 220901P3895,Future Option,Sold 1 /ESU2 E1DU2 09/01/22 Put 3895.00 @ 8.25,412.50,1,412.50,0.00,-0.87,1,"./ESU2 E1DU2 ",/ESU2,9/01/22,3895.0,PUT,231098899
2022-09-01T16:02:42+0200,Trade,BUY_TO_CLOSE,./ESU2 E1DU2 220901P3900,Future Option,Bought 1 /ESU2 E1DU2 09/01/22 Put 3900.00 @ 8.25,-412.50,1,-412.50,0.00,-0.87,1,"./ESU2 E1DU2 ",/ESU2,9/01/22,3900.0,PUT,231087589
2022-09-01T15:37:44+0200,Trade,BUY_TO_OPEN,./ESU2 E1DU2 220901P3895,Future Option,Bought 1 /ESU2 E1DU2 09/01/22 Put 3895.00 @ 5.25,-262.50,1,-262.50,-2.50,-0.87,1,"./ESU2 E1DU2 ",/ESU2,9/01/22,3895.0,PUT,231060600
2022-09-01T15:37:44+0200,Trade,SELL_TO_OPEN,./ESU2 E1DU2 220901P3900,Future Option,Sold 1 /ESU2 E1DU2 09/01/22 Put 3900.00 @ 6.5,325.00,1,325.00,-2.50,-0.87,1,"./ESU2 E1DU2 ",/ESU2,9/01/22,3900.0,PUT,231060600
2022-08-31T17:59:24+0200,Trade,SELL_TO_CLOSE,./ESU2 EWQ2  220831C4050,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Call 4050.00 @ 0.35,17.50,1,17.50,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,4050.0,CALL,230940884
2022-08-31T17:59:24+0200,Trade,SELL_TO_CLOSE,./ESU2 EWQ2  220831P3920,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3920.00 @ 0.2,10.00,1,10.00,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3920.0,PUT,230940884
2022-08-31T17:34:12+0200,Trade,BUY_TO_OPEN,./ESU2 EWQ2  220831C4050,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Call 4050.00 @ 0.25,-12.50,1,-12.50,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,4050.0,CALL,230931768
2022-08-31T17:34:12+0200,Trade,BUY_TO_OPEN,./ESU2 EWQ2  220831P3920,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3920.00 @ 0.5,-25.00,1,-25.00,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3920.0,PUT,230931768
2022-08-31T17:18:41+0200,Trade,SELL_TO_CLOSE,AAPL  220902C00160000,Equity Option,Sold 2 AAPL 09/02/22 Call 160.00 @ 1.22,244.00,2,122.00,0.00,-0.274,100,AAPL,AAPL,9/02/22,160.0,CALL,230925940
2022-08-31T17:18:41+0200,Trade,BUY_TO_CLOSE,AAPL  220902C00162500,Equity Option,Bought 1 AAPL 09/02/22 Call 162.50 @ 0.45,-45.00,1,-45.00,0.00,-0.13,100,AAPL,AAPL,9/02/22,162.5,CALL,230925940
2022-08-31T17:18:41+0200,Trade,BUY_TO_CLOSE,AAPL  220902C00157500,Equity Option,Bought 1 AAPL 09/02/22 Call 157.50 @ 2.58,-258.00,1,-258.00,0.00,-0.13,100,AAPL,AAPL,9/02/22,157.5,CALL,230925940
2022-08-31T17:16:22+0200,Trade,SELL_TO_CLOSE,./ESU2 EWQ2  220831P3955,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3955.00 @ 6.5,325.00,1,325.00,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3955.0,PUT,230924756
2022-08-31T17:03:01+0200,Trade,BUY_TO_OPEN,./ESU2 EWQ2  220831P3955,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3955.00 @ 4.7,-235.00,1,-235.00,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3955.0,PUT,230917941
2022-08-31T17:02:03+0200,Trade,SELL_TO_CLOSE,./ESU2 EWQ2  220831P3960,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3960.00 @ 7.05,352.50,1,352.50,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3960.0,PUT,230917320
2022-08-31T17:02:03+0200,Trade,BUY_TO_CLOSE,./ESU2 EWQ2  220831P3965,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3965.00 @ 8.65,-432.50,1,-432.50,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3965.0,PUT,230917320
2022-08-31T16:53:55+0200,Trade,BUY_TO_OPEN,./ESU2 EWQ2  220831P3960,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3960.00 @ 4.25,-212.50,1,-212.50,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3960.0,PUT,230913255
2022-08-31T16:53:55+0200,Trade,SELL_TO_OPEN,./ESU2 EWQ2  220831P3965,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3965.00 @ 5.35,267.50,1,267.50,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3965.0,PUT,230913255
2022-08-31T15:56:35+0200,Trade,SELL_TO_CLOSE,./ESU2 EWQ2  220831P3955,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3955.00 @ 2.0,100.00,1,100.00,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3955.0,PUT,230876849
2022-08-31T15:56:35+0200,Trade,BUY_TO_CLOSE,./ESU2 EWQ2  220831P3960,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3960.00 @ 2.5,-125.00,1,-125.00,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3960.0,PUT,230876849
2022-08-31T15:33:10+0200,Trade,BUY_TO_OPEN,./ESU2 EWQ2  220831P3955,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3955.00 @ 5.5,-275.00,1,-275.00,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3955.0,PUT,230851697
2022-08-31T15:33:10+0200,Trade,SELL_TO_OPEN,./ESU2 EWQ2  220831P3960,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3960.00 @ 6.55,327.50,1,327.50,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3960.0,PUT,230851697
2022-08-30T17:02:50+0200,Trade,SELL_TO_OPEN,AAPL  220902C00162500,Equity Option,Sold 1 AAPL 09/02/22 Call 162.50 @ 0.76,76.00,1,76.00,-1.00,-0.142,100,AAPL,AAPL,9/02/22,162.5,CALL,230707008
2022-08-30T17:02:50+0200,Trade,BUY_TO_OPEN,AAPL  220902C00160000,Equity Option,Bought 1 AAPL 09/02/22 Call 160.00 @ 1.66,-166.00,1,-166.00,-1.00,-0.13,100,AAPL,AAPL,9/02/22,160.0,CALL,230707008
2022-08-30T17:02:50+0200,Trade,BUY_TO_OPEN,AAPL  220902C00160000,Equity Option,Bought 1 AAPL 09/02/22 Call 160.00 @ 1.67,-167.00,1,-167.00,-1.00,-0.13,100,AAPL,AAPL,9/02/22,160.0,CALL,230707008
2022-08-30T17:02:50+0200,Trade,SELL_TO_OPEN,AAPL  220902C00157500,Equity Option,Sold 1 AAPL 09/02/22 Call 157.50 @ 3.03,303.00,1,303.00,-1.00,-0.142,100,AAPL,AAPL,9/02/22,157.5,CALL,230707008
2022-08-30T16:56:25+0200,Trade,SELL_TO_CLOSE,./ESU2 EWQ2  220831P3930,Future Option,Sold 1 /ESU2 EWQ2 08/31/22 Put 3930.00 @ 9.0,450.00,1,450.00,0.00,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3930.0,PUT,230702318
2022-08-30T16:08:40+0200,Trade,BUY_TO_OPEN,./ESU2 EWQ2  220831P3930,Future Option,Bought 1 /ESU2 EWQ2 08/31/22 Put 3930.00 @ 5.75,-287.50,1,-287.50,-2.50,-0.87,1,"./ESU2 EWQ2  ",/ESU2,8/31/22,3930.0,PUT,230662109
2022-08-30T16:07:26+0200,Trade,SELL_TO_CLOSE,./ESU2 E5BQ2 220830P4010,Future Option,Sold 1 /ESU2 E5BQ2 08/30/22 Put 4010.00 @ 15.45,772.50,1,772.50,0.00,-0.87,1,"./ESU2 E5BQ2 ",/ESU2,8/30/22,4010.0,PUT,230660678
2022-08-30T16:07:26+0200,Trade,BUY_TO_CLOSE,./ESU2 E5BQ2 220830P4015,Future Option,Bought 1 /ESU2 E5BQ2 08/30/22 Put 4015.00 @ 18.05,-902.50,1,-902.50,0.00,-0.87,1,"./ESU2 E5BQ2 ",/ESU2,8/30/22,4015.0,PUT,230660678
2022-08-30T15:36:52+0200,Trade,BUY_TO_OPEN,./ESU2 E5BQ2 220830P4010,Future Option,Bought 1 /ESU2 E5BQ2 08/30/22 Put 4010.00 @ 4.9,-245.00,1,-245.00,-2.50,-0.87,1,"./ESU2 E5BQ2 ",/ESU2,8/30/22,4010.0,PUT,230633685
2022-08-30T15:36:52+0200,Trade,SELL_TO_OPEN,./ESU2 E5BQ2 220830P4015,Future Option,Sold 1 /ESU2 E5BQ2 08/30/22 Put 4015.00 @ 6.0,300.00,1,300.00,-2.50,-0.87,1,"./ESU2 E5BQ2 ",/ESU2,8/30/22,4015.0,PUT,230633685
2022-08-30T15:35:29+0200,Trade,SELL_TO_CLOSE,BBBY  220902P00010500,Equity Option,Sold 1 BBBY 09/02/22 Put 10.50 @ 0.52,52.00,1,52.00,0.00,-0.142,100,BBBY,BBBY,9/02/22,10.5,PUT,230632224
2022-08-30T15:35:29+0200,Trade,SELL_TO_CLOSE,BBBY  220902C00017500,Equity Option,Sold 1 BBBY 09/02/22 Call 17.50 @ 1.50,150.00,1,150.00,0.00,-0.142,100,BBBY,BBBY,9/02/22,17.5,CALL,230632224
2022-08-29T22:15:00+0200,Receive Deliver,,SPY   220829P00400000,Equity Option,Removal of 1.0 SPY 08/29/22 Put 400.00 due to expiration.,0.00,1,0.00,--,0.00,100,SPY,SPY,8/29/22,400.0,PUT,
2022-08-29T22:06:40+0200,Trade,BUY_TO_CLOSE,SPY   220829P00401000,Equity Option,Bought 1 SPY 08/29/22 Put 401.00 @ 0.01,-1.00,1,-1.00,0.00,-0.13,100,SPY,SPY,8/29/22,401.0,PUT,230607043
2022-08-29T21:19:09+0200,Trade,BUY_TO_OPEN,BBBY  220902C00017500,Equity Option,Bought 1 BBBY 09/02/22 Call 17.50 @ 1.32,-132.00,1,-132.00,-1.00,-0.13,100,BBBY,BBBY,9/02/22,17.5,CALL,230586752
2022-08-29T21:19:09+0200,Trade,BUY_TO_OPEN,BBBY  220902P00010500,Equity Option,Bought 1 BBBY 09/02/22 Put 10.50 @ 0.67,-67.00,1,-67.00,-1.00,-0.13,100,BBBY,BBBY,9/02/22,10.5,PUT,230586752
2022-08-29T16:49:59+0200,Trade,SELL_TO_CLOSE,SPY   220829C00406000,Equity Option,Sold 1 SPY 08/29/22 Call 406.00 @ 0.26,26.00,1,26.00,0.00,-0.142,100,SPY,SPY,8/29/22,406.0,CALL,230483739
2022-08-29T16:49:21+0200,Trade,BUY_TO_CLOSE,SPY   220829C00405000,Equity Option,Bought 1 SPY 08/29/22 Call 405.00 @ 0.43,-43.00,1,-43.00,0.00,-0.13,100,SPY,SPY,8/29/22,405.0,CALL,230483364
2022-08-29T15:36:21+0200,Trade,BUY_TO_OPEN,SPY   220829P00400000,Equity Option,Bought 1 SPY 08/29/22 Put 400.00 @ 0.62,-62.00,1,-62.00,-1.00,-0.13,100,SPY,SPY,8/29/22,400.0,PUT,230423865
2022-08-29T15:36:21+0200,Trade,BUY_TO_OPEN,SPY   220829C00406000,Equity Option,Bought 1 SPY 08/29/22 Call 406.00 @ 0.59,-59.00,1,-59.00,-1.00,-0.13,100,SPY,SPY,8/29/22,406.0,CALL,230423865
2022-08-29T15:36:21+0200,Trade,SELL_TO_OPEN,SPY   220829P00401000,Equity Option,Sold 1 SPY 08/29/22 Put 401.00 @ 0.86,86.00,1,86.00,-1.00,-0.142,100,SPY,SPY,8/29/22,401.0,PUT,230423865
2022-08-29T15:36:21+0200,Trade,SELL_TO_OPEN,SPY   220829C00405000,Equity Option,Sold 1 SPY 08/29/22 Call 405.00 @ 0.90,90.00,1,90.00,-1.00,-0.142,100,SPY,SPY,8/29/22,405.0,CALL,230423865
2022-08-29T15:33:20+0200,Trade,SELL_TO_CLOSE,BBBY  220902C00031000,Equity Option,Sold 1 BBBY 09/02/22 Call 31.00 @ 0.15,15.00,1,15.00,0.00,-0.142,100,BBBY,BBBY,9/02/22,31.0,CALL,230419410
2022-08-29T15:33:20+0200,Trade,SELL_TO_CLOSE,BBBY  220902P00006500,Equity Option,Sold 1 BBBY 09/02/22 Put 6.50 @ 0.08,8.00,1,8.00,0.00,-0.142,100,BBBY,BBBY,9/02/22,6.5,PUT,230419410
2022-08-29T15:33:20+0200,Trade,SELL_TO_CLOSE,BBBY  220902C00031000,Equity Option,Sold 2 BBBY 09/02/22 Call 31.00 @ 0.15,30.00,2,15.00,0.00,-0.274,100,BBBY,BBBY,9/02/22,31.0,CALL,230419410
2022-08-29T15:33:20+0200,Trade,SELL_TO_CLOSE,BBBY  220902P00006500,Equity Option,Sold 2 BBBY 09/02/22 Put 6.50 @ 0.08,16.00,2,8.00,0.00,-0.274,100,BBBY,BBBY,9/02/22,6.5,PUT,230419410
2022-08-29T15:33:20+0200,Trade,SELL_TO_CLOSE,BBBY  220902C00031000,Equity Option,Sold 2 BBBY 09/02/22 Call 31.00 @ 0.15,30.00,2,15.00,0.00,-0.274,100,BBBY,BBBY,9/02/22,31.0,CALL,230419410
2022-08-29T15:33:20+0200,Trade,SELL_TO_CLOSE,BBBY  220902P00006500,Equity Option,Sold 2 BBBY 09/02/22 Put 6.50 @ 0.08,16.00,2,8.00,0.00,-0.274,100,BBBY,BBBY,9/02/22,6.5,PUT,230419410
2022-08-29T15:33:01+0200,Trade,SELL_TO_CLOSE,PTON  220902P00011000,Equity Option,Sold 1 PTON 09/02/22 Put 11.00 @ 0.87,87.00,1,87.00,0.00,-0.142,100,PTON,PTON,9/02/22,11.0,PUT,230418925
2022-08-29T15:33:01+0200,Trade,SELL_TO_CLOSE,PTON  220902C00011000,Equity Option,Sold 1 PTON 09/02/22 Call 11.00 @ 0.34,34.00,1,34.00,0.00,-0.142,100,PTON,PTON,9/02/22,11.0,CALL,230418925
2022-08-29T15:33:01+0200,Trade,SELL_TO_CLOSE,PTON  220902P00011000,Equity Option,Sold 1 PTON 09/02/22 Put 11.00 @ 0.87,87.00,1,87.00,0.00,-0.142,100,PTON,PTON,9/02/22,11.0,PUT,230418925
2022-08-29T15:33:01+0200,Trade,SELL_TO_CLOSE,PTON  220902C00011000,Equity Option,Sold 1 PTON 09/02/22 Call 11.00 @ 0.34,34.00,1,34.00,0.00,-0.142,100,PTON,PTON,9/02/22,11.0,CALL,230418925
2022-08-26T22:00:00+0200,Receive Deliver,,BBBY  220826C00041000,Equity Option,Removal of 1.0 BBBY 08/26/22 Call 41.00 due to expiration.,0.00,1,0.00,--,0.00,100,BBBY,BBBY,8/26/22,41.0,CALL,
2022-08-25T23:00:00+0200,Money Movement,,,,NDX Prop Fee Credit,0.72,0,,--,0.00,,,,,,,
2022-08-25T21:05:08+0200,Trade,BUY_TO_OPEN,PTON  220902P00011000,Equity Option,Bought 1 PTON 09/02/22 Put 11.00 @ 0.78,-78.00,1,-78.00,-1.00,-0.13,100,PTON,PTON,9/02/22,11.0,PUT,230089950
2022-08-25T21:05:08+0200,Trade,BUY_TO_OPEN,PTON  220902C00011000,Equity Option,Bought 1 PTON 09/02/22 Call 11.00 @ 0.63,-63.00,1,-63.00,-1.00,-0.13,100,PTON,PTON,9/02/22,11.0,CALL,230089950
2022-08-25T21:05:08+0200,Trade,BUY_TO_OPEN,PTON  220902P00011000,Equity Option,Bought 1 PTON 09/02/22 Put 11.00 @ 0.78,-78.00,1,-78.00,-1.00,-0.13,100,PTON,PTON,9/02/22,11.0,PUT,230089950
2022-08-25T21:05:08+0200,Trade,BUY_TO_OPEN,PTON  220902C00011000,Equity Option,Bought 1 PTON 09/02/22 Call 11.00 @ 0.63,-63.00,1,-63.00,-1.00,-0.13,100,PTON,PTON,9/02/22,11.0,CALL,230089950
2022-08-24T15:38:53+0200,Trade,BUY_TO_OPEN,BBBY  220902P00006500,Equity Option,Bought 5 BBBY 09/02/22 Put 6.50 @ 0.41,-205.00,5,-41.00,-5.00,-0.65,100,BBBY,BBBY,9/02/22,6.5,PUT,229757323
2022-08-24T15:38:53+0200,Trade,BUY_TO_OPEN,BBBY  220902C00031000,Equity Option,Bought 5 BBBY 09/02/22 Call 31.00 @ 0.36,-180.00,5,-36.00,-5.00,-0.65,100,BBBY,BBBY,9/02/22,31.0,CALL,229757323
2022-08-24T15:33:13+0200,Trade,SELL_TO_CLOSE,BBIG  220826C00001000,Equity Option,Sold 7 BBIG 08/26/22 Call 1.00 @ 0.09,63.00,7,9.00,0.00,-0.925,100,BBIG,BBIG,8/26/22,1.0,CALL,229751090
2022-08-24T15:33:13+0200,Trade,SELL_TO_CLOSE,BBIG  220826C00001000,Equity Option,Sold 5 BBIG 08/26/22 Call 1.00 @ 0.09,45.00,5,9.00,0.00,-0.671,100,BBIG,BBIG,8/26/22,1.0,CALL,229751090
2022-08-24T15:32:51+0200,Trade,SELL_TO_CLOSE,TWTR  220826P00036000,Equity Option,Sold 1 TWTR 08/26/22 Put 36.00 @ 0.31,31.00,1,31.00,0.00,-0.142,100,TWTR,TWTR,8/26/22,36.0,PUT,229750668
2022-08-24T15:32:51+0200,Trade,SELL_TO_CLOSE,TWTR  220826C00044000,Equity Option,Sold 1 TWTR 08/26/22 Call 44.00 @ 0.05,5.00,1,5.00,0.00,-0.142,100,TWTR,TWTR,8/26/22,44.0,CALL,229750668
2022-08-24T15:32:51+0200,Trade,SELL_TO_CLOSE,TWTR  220826P00036000,Equity Option,Sold 9 TWTR 08/26/22 Put 36.00 @ 0.31,279.00,9,31.00,0.00,-1.19,100,TWTR,TWTR,8/26/22,36.0,PUT,229750668
2022-08-24T15:32:51+0200,Trade,SELL_TO_CLOSE,TWTR  220826C00044000,Equity Option,Sold 9 TWTR 08/26/22 Call 44.00 @ 0.05,45.00,9,5.00,0.00,-1.19,100,TWTR,TWTR,8/26/22,44.0,CALL,229750668
2022-08-23T20:44:49+0200,Trade,BUY_TO_OPEN,TWTR  220826P00036000,Equity Option,Bought 10 TWTR 08/26/22 Put 36.00 @ 0.18,-180.00,10,-18.00,-10.00,-1.29,100,TWTR,TWTR,8/26/22,36.0,PUT,229702543
